,genre,artist_name,track_name,track_id,popularity,trendy,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
20,Movie,Martin & les fées,"Tout est possible (par Anggun, Dany Brillant, Garou, Gérard Lenorman, Julie Zenatti, Lisa Angell, Lorie Pester, Natasha St-Pier, Patrick Fiori, Paul Ventimila, Sara Carreira, Veronique Jannot & Vincent Niclo)",12hJJLMMbJDK0F9I3g5SLv,1,1,0.852,0.36200000000000004,219600,0.436,0.0,C,0.0941,-6.971,Major,0.0321,79.542,4/4,0.32
21,Movie,Dorothée,Clic clac cloc,148uA2Y78xfxDiCNjgZA0v,1,1,0.513,0.855,183467,0.504,0.0,D,0.0778,-12.359000000000002,Major,0.0737,128.05200000000002,4/4,0.682
22,Movie,Henri Salvador,Monsieur Boum Boum,14K25Ks5fdHjHfpIYOTc4y,8,1,0.6890000000000001,0.7040000000000001,161773,0.804,0.0422,C,0.18,-6.699,Major,0.109,127.999,4/4,0.836
23,Movie,Jean Claude Corbel,Pourquoi aller plus loin ?,15CpJP0LXchBUjpB8RKh8m,0,1,0.669,0.7070000000000001,71299,0.696,0.0,C,0.19699999999999998,-10.472000000000001,Major,0.027999999999999997,114.75200000000001,4/4,0.833
24,Movie,Henri Salvador,Quand je monte chez toi,15nBPcHoH2fZmRiFd2ZhMh,5,1,0.706,0.526,181441,0.298,0.0,F,0.14300000000000002,-7.287000000000001,Major,0.0621,156.35,4/4,0.396
25,Movie,Jean Piat,Comme minuit sonnait,16UTNMhXjeJa8IG9uBijxZ,0,1,0.882,0.711,299040,0.218,0.0,A#,0.145,-22.212,Minor,0.6809999999999999,125.521,5/4,0.591
26,Movie,Henri Salvador,Le Fêtard,16hVzfu0IJZmP3Bj4x1BB1,0,1,0.159,0.636,152840,0.594,0.0,G#,0.184,-7.943,Major,0.084,111.361,4/4,0.669
27,Movie,Lucie Dolene,Le mariage des poupées,17c4utCC03TPtTHXw2EVGB,0,1,0.8640000000000001,0.594,156973,0.48100000000000004,0.0,G,0.359,-7.678,Minor,0.0917,136.18200000000002,4/4,0.728
28,Movie,Henri Salvador,Une chanson douce,1J5pa9cW0uCsNrFwag0jDD,2,1,0.716,0.835,142813,0.384,8.13e-06,G#,0.265,-15.629000000000001,Major,0.127,126.89200000000001,4/4,0.971
29,Movie,Chorus,Mangani – Do Banjare / Amba Heth,1KIKeCTNJKYpQK5X5Sqc1v,0,1,0.184,0.695,430240,0.5,0.000328,A,0.33,-10.217,Minor,0.0351,112.965,1/4,0.7559999999999999
30,Movie,Chorus,A ty się śmiejesz ze mnie,1KVSUAEvXBSlARo03y4YYG,0,1,0.00323,0.711,221320,0.941,0.0011,C,0.309,-4.008,Major,0.11800000000000001,145.125,4/4,0.812
31,Movie,Martin & les fées,Une journée d'école qui s'achève (par Véronique Jannot),1LFky4DBeOLzVWbg0avgod,4,1,0.305,0.618,49373,0.28300000000000003,0.0,B,0.226,-16.222,Minor,0.85,70.941,4/4,0.7509999999999999
32,Movie,Henri Salvador,C Est Le Be Bop,1R8nFU8no9yINDiCzBcgB3,0,1,0.922,0.6809999999999999,129707,0.44,0.0,C,0.0397,-12.508,Minor,0.222,84.17299999999999,4/4,0.747
33,Movie,Henri Salvador,La Samba De Là-Bas,1X8uhUgBKmotpvHrsS7fEe,0,1,0.9420000000000001,0.883,171027,0.418,0.0,A#,0.36200000000000004,-11.432,Major,0.228,128.494,4/4,0.858
34,Movie,Chorus,Ambarsare Diyan Warhiyan,1Zj5XBiUaHTkkBJ2nET477,0,1,0.12300000000000001,0.784,235000,0.653,0.002,E,0.222,-10.732000000000001,Minor,0.0584,94.01100000000001,4/4,0.968
35,Movie,Henri Salvador,Silence on tourne,1bo3gLD3Es261UYTfMLh4y,0,1,0.767,0.7759999999999999,169352,0.46799999999999997,1.27e-06,G#,0.214,-11.235,Major,0.317,116.67399999999999,4/4,0.9079999999999999
36,Movie,Chorus,For the Game,1cAI02OznrXX5yrqonMCfh,0,1,0.16399999999999998,0.848,215333,0.826,0.0,A,0.131,-6.746,Major,0.253,126.0,4/4,0.637
37,Movie,Henri Salvador,Quand un artiste - live,1dQKx8EJBbhHxc7qOgsBjb,1,1,0.619,0.483,218187,0.49700000000000005,0.0,E,0.42100000000000004,-12.089,Major,0.415,121.719,4/4,0.569
38,Movie,Richard M. Sherman,Afterglow,1j6b29LbEnEqbn8aswj4p1,0,1,0.932,0.348,127507,0.2,0.919,D#,0.109,-14.06,Major,0.0436,99.02799999999999,3/4,0.188
39,Movie,Larry Groce,"Sailing, Sailing",1jyknwZYTEEj1TCUozUbCi,0,1,0.508,0.5670000000000001,22413,0.654,0.0,G,0.11900000000000001,-6.058,Major,0.0877,118.90899999999999,4/4,0.618
40,Movie,Chorus,Tehni Pe Kisi Shajar,1lG8EIwGceFVRntJvA9hnY,0,1,0.649,0.483,189027,0.366,8.32e-06,B,0.0986,-15.603,Major,0.0296,83.102,4/4,0.856
41,Movie,Leopold Stokowski,"Bourrée, From English Suite No. 2, BWV 807",1ppTRhpfunYl8Jd3Hfckee,1,1,0.983,0.42,199160,0.0638,0.976,A,0.231,-20.951,Minor,0.0426,77.39699999999999,4/4,0.5479999999999999
42,Movie,Henri Salvador,La Vie grise,1py5dPKJVdQmXdZKjdvmwB,0,1,0.934,0.336,160053,0.107,4.9e-05,G#,0.45299999999999996,-15.267000000000001,Major,0.0355,77.719,4/4,0.222
43,Movie,Patrick Rocca,To Be or Not to Be,1q7DDr7riLHgrqAMxyZNFC,1,1,0.5760000000000001,0.503,121533,0.456,0.0,A,0.133,-10.465,Minor,0.0548,143.797,4/4,0.691
44,Movie,Ken Page,Dancing with Gene,1qCTyNzxGkFXnvdrqT5olw,0,1,0.7509999999999999,0.5660000000000001,371720,0.512,0.0,G,0.158,-8.904,Major,0.6659999999999999,138.484,3/4,0.46399999999999997
45,Movie,Ken Page,Penn Station - Seesaw,1qda3iYG5DlQJeY5BpSmpe,0,1,0.614,0.434,77067,0.528,0.0,C,0.107,-7.479,Major,0.276,69.547,4/4,0.735
46,Movie,Bernard Minet,Dragon Ball GT,1wUjDOW0NXDBUPYPzNxczV,4,1,0.0287,0.669,181173,0.937,0.0,A,0.0809,-6.85,Major,0.0713,134.905,4/4,0.6409999999999999
47,Movie,Debbie Davis,I'll Feel Much Better When You Cry,23YuvN1cvAocACyKpYqzvu,3,1,0.285,0.555,278160,0.773,0.000732,E,0.0929,-5.438,Major,0.04,120.07,3/4,0.616
48,Movie,Henri Salvador,"La samba de là-bas (De l'opérette ""Le Chevalier Bayard"")",244U5mhlSmoudM4BMN25Wu,0,1,0.659,0.804,169853,0.636,0.0,A#,0.158,-6.968,Major,0.0897,128.111,4/4,0.932
49,Movie,Dorothée,J'ai retrouvé ma valise,24QIhmFU3ve4VIwDlBTtlp,1,1,0.581,0.885,212627,0.341,0.0,F,0.0928,-16.44,Major,0.0758,121.62799999999999,4/4,0.9109999999999999
50,Movie,Claire Guyot,Le silence,24XhoLQObCUbk4ybOWtrZl,1,1,0.902,0.489,128871,0.26,0.000683,A#,0.0944,-11.876,Major,0.0884,93.186,1/4,0.371
51,Movie,Chantal Goya,Animauxville (Départ) - Live,24YkUVThOdm5kpX15kcK8Q,5,1,0.386,0.43,47172,0.932,2.94e-05,C#,0.539,-9.149,Major,0.0568,145.695,4/4,0.39299999999999996
52,Movie,Henri Salvador,Sketch producteur (suite),279g1SI8xH7ItKaJxM6TLI,1,1,0.7120000000000001,0.63,56067,0.606,0.0,G,0.614,-10.914000000000001,Major,0.961,167.889,5/4,0.499
53,Movie,Lucie Dolene,Sphinx,27AtBxw44IKdMNHnxmg6rB,0,1,0.917,0.428,198040,0.317,0.0,A#,0.155,-9.099,Major,0.037000000000000005,120.689,4/4,0.509
54,Movie,Jean Piat,L'Âne chargé d'éponges et l'Âne chargé de sel,2BF5SlaZRL0sYUDBgwjmbo,0,1,0.924,0.6829999999999999,101653,0.147,0.0,G#,0.606,-21.998,Major,0.8220000000000001,32.244,4/4,0.595
55,Movie,Justin Hurwitz,"Rialto - From ""La La Land"" Score",2BcLdx9G6GF32IWlvb1UGa,3,1,0.9670000000000001,0.55,28027,0.0148,0.0608,G#,0.0793,-22.730999999999998,Major,0.0492,74.756,1/4,0.5920000000000001
56,Movie,Chorus,Stous athanatous nekrous (To Immortal Deads),2Do96Wm75pSsMBm8lmIhQg,0,1,0.9890000000000001,0.262,220173,0.151,0.0,A,0.13699999999999998,-14.86,Major,0.036000000000000004,75.964,4/4,0.369
57,Movie,Henri Salvador,Bon Dieu qu'elle est con - live,2G2CWFXYakUgdQyweO4MKv,1,1,0.728,0.5379999999999999,139840,0.294,0.0,A#,0.71,-12.645999999999999,Major,0.11900000000000001,109.024,4/4,0.27899999999999997
58,Movie,Randy Newman,Jack To The Rescue - Meet The Parents/Soundtrack,2I5Vq5yS1xuh9lk0mZ2oMS,1,1,0.871,0.297,65560,0.0808,0.8909999999999999,A#,0.20800000000000002,-20.471,Major,0.031,106.209,4/4,0.183
59,Movie,Chorus,Shree Ram Chant,2MkMN3nFkYzdXlYrhAS0GJ,4,1,0.126,0.542,515613,0.797,0.0,E,0.21899999999999997,-4.337,Major,0.0329,127.945,4/4,0.563
60,Movie,Marie Ruggieri,"Oh quel chien/Il se traîne - From ""Lady and the Tramp""/French Soundtrack Version",2PSSi1isCZITVBIEwL420B,0,1,0.929,0.44299999999999995,144560,0.16,0.0,G,0.157,-15.269,Major,0.0689,108.48299999999999,4/4,0.193
61,Movie,Chorus,Mangal Aarti,2SJMPPj5nNlizdz58AgzL6,0,1,0.455,0.7140000000000001,184987,0.34600000000000003,0.0,F#,0.5920000000000001,-14.199000000000002,Major,0.0967,81.668,4/4,0.601
62,Movie,Henri Salvador,Malgré tes serments,2TXdgzpGp97Wrb23ue9rVk,0,1,0.983,0.341,136253,0.156,0.0418,A#,0.23199999999999998,-14.696,Major,0.0312,84.488,1/4,0.336
63,Movie,Henri Salvador,Audustin ! Y'a quelqu'un qui te demande,2ULwBLyVAflWmyTcSWdetF,0,1,0.733,0.775,194769,0.35600000000000004,0.0,E,0.158,-11.581,Minor,0.45799999999999996,139.526,4/4,0.691
64,Movie,Chorus,Nadipinche Naa Naayaka,2WsyzikcaMllNx3HCbHnl1,0,1,0.71,0.5820000000000001,303413,0.679,0.0286,G,0.337,-9.225,Minor,0.0547,115.13600000000001,4/4,0.84
65,Movie,Karine Costa,Super Insomniaque,2WwJlG8fczrLwRAxsnXRl7,0,1,0.0575,0.59,248960,0.847,0.0,B,0.32,-7.995,Minor,0.138,205.455,4/4,0.757
66,Movie,Henri Salvador,Papa loves mambo,2Y1TGD05ZJoTihQuZfZJEZ,0,1,0.667,0.602,201587,0.7020000000000001,1.66e-05,C,0.11699999999999999,-6.352,Major,0.149,149.17,4/4,0.9179999999999999
67,Movie,Chorus,Om Jayanti Mangla,2YeFJwywiUPeQiUtEeGPyQ,0,1,0.7909999999999999,0.447,107703,0.253,0.0,A#,0.0919,-11.927,Major,0.0349,107.94,5/4,0.469
68,Movie,Dorothée,J'ai vidé ma valise,2aN00IOtoPDWAsTzWeGT21,0,1,0.33399999999999996,0.84,148867,0.557,0.0,G,0.18100000000000002,-14.390999999999998,Major,0.0407,141.148,4/4,0.9670000000000001
69,Movie,Chorus,Takhti Par Takhti,2blJzY8Ohl2E2vEdQ2wlEn,0,1,0.9329999999999999,0.6759999999999999,214093,0.6970000000000001,0.0117,F#,0.484,-7.81,Minor,0.109,105.921,4/4,0.914
70,Movie,Fabien Nataf,I Try,2e3v5wfUN8UB4jB41eDr4k,4,1,0.48,0.914,75102,0.22399999999999998,2.44e-05,D,0.23199999999999998,-15.397,Major,0.0556,103.926,4/4,0.7609999999999999
71,Movie,Pascal Laffarge,Il pleut bergère,2eBvh4fOjch2HK8NVYYWRP,0,1,0.615,0.39399999999999996,121480,0.384,0.0106,D,0.11900000000000001,-10.737,Major,0.0294,91.85799999999999,3/4,0.33
72,Movie,Frank Churchill,Snow White: Taas paiva kaunein on (Some Day My Prince Will Come),2hQlHB5r3uNFlyJYWABUk7,0,1,0.9790000000000001,0.23800000000000002,147067,0.151,0.000184,F,0.13,-17.031,Major,0.0594,189.101,4/4,0.0767
73,Movie,Chorus,Baaramma - Bit,2hi0z5RkTEVbTVO4h7t7ch,0,1,0.9390000000000001,0.5820000000000001,75337,0.174,8.63e-05,E,0.128,-8.096,Minor,0.0342,94.708,4/4,0.366
74,Movie,Jean Claude Corbel,Le Vilain Petit Canard 2,2j6xLFrJ3gp233MLhaMqHX,0,1,0.695,0.71,492813,0.231,0.0,F,0.17600000000000002,-16.156,Minor,0.8740000000000001,110.92399999999999,1/4,0.493
75,Movie,Jean Claude Corbel,Les poissons voyageurs,2jBp52nfXVpHbt9dqf0cSs,0,1,0.7559999999999999,0.564,248221,0.275,0.0,G,0.313,-14.068,Major,0.19899999999999998,107.945,4/4,0.413
76,Movie,Dominique Tirmont,La Toulousaine,2kfppyLcqATE9Qi8hSOiyx,0,1,0.91,0.38799999999999996,118600,0.44799999999999995,0.0,A,0.349,-6.8229999999999995,Major,0.0558,90.92,3/4,0.679
77,Movie,Henri Salvador,Monsieur Le Bon Dieu,2n4an2QX7Np3yhM8T0HWdz,0,1,0.7759999999999999,0.363,180133,0.153,9e-06,C,0.355,-10.686,Major,0.0346,73.134,4/4,0.35200000000000004
78,Movie,Jean Claude Corbel,Le voyage à Lilliput,2nM2RKLUqdVJYakMbaWBHC,0,1,0.715,0.569,978303,0.345,0.0,C,0.111,-12.505999999999998,Minor,0.484,88.225,3/4,0.35100000000000003
79,Movie,Jean Claude Corbel,Le Chat Botté 4,2qZswteMfdcc3FLjaYR38E,0,1,0.778,0.61,199587,0.266,0.0,G,0.26899999999999996,-15.15,Major,0.924,84.943,4/4,0.633
80,Movie,Chorus,Tsamikos Horos (Tsamikos Dance),2rQ1lgMI65SW3je5bQlA1K,0,1,0.39799999999999996,0.633,211133,0.605,0.000169,F,0.109,-5.584,Major,0.0288,90.014,3/4,0.727
81,Movie,Chorus,Lalitha Parameshwari,2rT3uD6EjROZdP6UIf6C6p,0,1,0.7609999999999999,0.672,69355,0.6509999999999999,0.00445,C,0.109,-8.597999999999999,Major,0.0278,109.98200000000001,4/4,0.813
82,Movie,Jean Claude Corbel,Le Petit Poucet 2,2uou9Wr6a3HxmieA8NafPc,0,1,0.616,0.7140000000000001,292720,0.253,0.0,F,0.21,-15.703,Minor,0.892,125.09700000000001,3/4,0.504
83,Movie,Leopold Stokowski,"We All Believe In One God, Giant Fugue, BWV 680",2wQgXSFESMAgmpkI14Pr7s,1,1,0.9620000000000001,0.168,195827,0.185,0.855,D,0.125,-17.834,Minor,0.0385,143.78,4/4,0.195
84,Movie,Dominique Tirmont,La petite diligence,2y9CiiXaeZUdX3ZjsnkCVb,1,1,0.611,0.7020000000000001,134093,0.509,0.0,G,0.9,-8.535,Minor,0.0685,92.235,4/4,0.77
85,Movie,Debbie Davis,Rap-a-Cito,316vZ2FFcGlhI7XDld9fay,6,1,0.525,0.6,61800,0.6579999999999999,4.8100000000000004e-05,G,0.131,-11.71,Minor,0.0537,120.984,4/4,0.33399999999999996
86,Movie,Chorus,Thandeye Oh,321MDop1sPmNMO0UQE4EcJ,0,1,0.8759999999999999,0.46799999999999997,259000,0.642,0.000381,G,0.177,-9.841000000000001,Minor,0.0408,111.132,4/4,0.758
87,Movie,Chorus,Banga Aamar,35W7MQyH36gNt3EoR0qZdV,0,1,0.847,0.494,367747,0.444,0.0,F,0.1,-6.797000000000001,Major,0.0285,80.581,3/4,0.373
88,Movie,Bernard Minet,Dis-moi monsieur Bernard Minet,38QPdO8qO4xuavpeHF1oyr,3,1,0.66,0.657,247600,0.626,6.03e-06,D,0.19899999999999998,-8.672,Major,0.0283,81.994,4/4,0.8079999999999999
89,Movie,Chorus,Sai Parameshwar Sai Karuneshwar,3AnPOKKZV1NRhED24p9YeX,7,1,0.366,0.6940000000000001,315693,0.376,0.0,C#,0.146,-10.449000000000002,Major,0.0298,79.027,4/4,0.59
90,Movie,Chorus,Shanthi Koru,3Cr09kBxG7FE9fvbSPlcIN,0,1,0.35700000000000004,0.61,255347,0.833,3.5499999999999996e-05,A,0.248,-14.082,Major,0.503,139.031,4/4,0.19399999999999998
91,Movie,Chorus,Aa Divyanaama,3Ez6AS04xRmFq3K7wr7ayj,0,1,0.813,0.525,296373,0.607,2.95e-05,G,0.11900000000000001,-9.787,Major,0.0282,131.504,4/4,0.6990000000000001
92,Movie,Martin & les fées,Le plus beau de tes rêves (par Anggun),3FQJq6X5IHjFyncHoouuRA,4,1,0.345,0.505,154493,0.522,0.0,C#,0.207,-6.523,Minor,0.037000000000000005,153.856,4/4,0.385
93,Movie,Henri Salvador,Chanson surrealiste,3GgYVk6uLkNNuE2O7zHhvZ,0,1,0.79,0.701,133982,0.34700000000000003,3.16e-06,G#,0.249,-10.82,Major,0.627,104.99700000000001,3/4,0.5710000000000001
94,Movie,Henri Salvador,Grosse Fille Ne Pleure Pas - Remastered,3JO7xCEBoFzVpuO42LTTB4,11,1,0.0367,0.441,137733,0.643,0.0,F,0.0925,-7.819,Minor,0.043,72.354,4/4,0.736
95,Movie,Claire Guyot,Assise au bord du monde,3JldnhrVM001MJHN7GsB3T,0,1,0.7440000000000001,0.193,234754,0.47700000000000004,7.44e-05,F,0.17300000000000001,-9.086,Major,0.043,77.528,4/4,0.191
96,Movie,Chorus,Koti Chennaya(Vol.1 &amp; 2),3NXlNZSmjO3DsJ3DQuyU8e,0,1,0.84,0.688,3435625,0.331,0.0,F,0.0673,-8.645,Major,0.772,102.244,4/4,0.529
97,Movie,Henri Salvador,"Dis-moi qu'tu m'aimes, rock",3Ng7AEyRUZxPgDgVW2jZoM,1,1,0.8440000000000001,0.5920000000000001,156267,0.632,0.0,F,0.0908,-4.17,Minor,0.14400000000000002,87.819,4/4,0.748
98,Movie,Richard M. Sherman,Forgotten Dreams,3PyfS1XmjHk1JZ004a2bFZ,0,1,0.987,0.429,89947,0.0478,0.9590000000000001,E,0.102,-14.17,Minor,0.0468,82.38799999999999,4/4,0.111
99,Movie,Chorus,High (feat. Syross & Messieh),3R3vtgh4lKgRFtkrfrrUQs,0,1,0.414,0.642,154176,0.63,0.0,A#,0.145,-5.814,Minor,0.187,149.97299999999998,4/4,0.19
100,Movie,Chorus,Kaisi Anokhi Mehfil,3RS1F5oukDho2Wcaulaf8A,0,1,0.636,0.615,234480,0.846,7.55e-05,D,0.0847,-4.381,Minor,0.0909,111.79,4/4,0.924
101,Movie,Henri Salvador,24 heures par jour,3RZCz2Udhx5S9nRMasEZD5,0,1,0.951,0.805,153973,0.156,0.0,F,0.175,-13.312000000000001,Major,0.106,117.846,4/4,0.512
102,Movie,Choeurs,Georges Bizet : Sur la place,3SGmQRE8io8waO8BqDufdT,0,1,0.9740000000000001,0.39,375258,0.196,8.05e-06,A#,0.146,-18.037,Major,0.0626,98.84299999999999,4/4,0.37200000000000005
103,Movie,Chorus,Daivapithave,3U70EglrYNe7h8QdL8oSBR,0,1,0.523,0.627,225307,0.42200000000000004,0.0,E,0.136,-10.8,Major,0.0262,74.05,4/4,0.387
104,Movie,Chorus,Ven a una nave espacial,3UkjsupdIvhkqnNqAZ3KAQ,1,1,0.506,0.653,66320,0.45,0.0,G,0.385,-7.184,Major,0.0402,125.081,4/4,0.6629999999999999
105,Movie,Henri Salvador,Bon appétit mademoiselle,3Vr2wQVnZ24ZA7JOh1edDH,0,1,0.726,0.478,143933,0.461,2.95e-06,F,0.0776,-8.745,Major,0.0771,174.50400000000002,4/4,0.768
106,Movie,Chorus,Shri Gayatri Mahamantra,3W1CYVKeue4JPdTyW33LME,0,1,0.9620000000000001,0.518,249973,0.122,0.0,F,0.11900000000000001,-15.349,Major,0.0348,110.15899999999999,4/4,0.299
107,Movie,Larry Groce,Choices,3WkxQwVTyIzFuNJKG6qurD,1,1,0.40700000000000003,0.508,216720,0.377,0.0,A,0.111,-9.52,Major,0.0319,75.2,4/4,0.5870000000000001
108,Movie,Leopold Stokowski,Symphony No.1 In C Major : IV. Allegro Vivace,3aX2M9VIuxxRIZ464VQwwc,2,1,0.6779999999999999,0.33299999999999996,372107,0.384,0.861,G#,0.032,-12.059000000000001,Major,0.0389,151.039,4/4,0.379
109,Movie,Debbie Davis,You Know I'm No Good,3cyN9ErrlOPXG185e1epGD,3,1,0.9,0.47100000000000003,252547,0.498,0.0327,D,0.11699999999999999,-9.02,Minor,0.028999999999999998,112.398,4/4,0.7190000000000001
110,Movie,Chorus,Czy Pamiętasz,3dsuEKUO8DaD2hXaxaYlrv,0,1,0.0488,0.598,307867,0.7040000000000001,0.22899999999999998,G,0.0619,-11.439,Major,0.0409,179.96599999999998,4/4,0.405
111,Movie,Les Hérissons,Mabrouka Ananas ma Nana,3g68P6eeghUFkLcDSMVXwM,0,1,0.639,0.632,171356,0.86,6.55e-06,A,0.0768,-3.529,Minor,0.122,180.02900000000002,4/4,0.845
112,Movie,Henri Salvador,Cherche la rose,3j2I9sLlBQu8pMPDvw6Mhn,3,1,0.619,0.242,208733,0.312,1.4e-06,C#,0.109,-10.82,Major,0.0288,80.977,4/4,0.146
113,Movie,Chorus,I Denne Søte Juletid: Kom La Oss Gå Og Se!,3kO00CU9Y6u8pIbk2Oi2j4,0,1,0.474,0.524,101000,0.182,0.139,G,0.258,-20.347,Major,0.0417,121.235,4/4,0.478
114,Movie,Michel Roux,Les aventures d'Arsène Lupin: 813 - Partie 5,3kQkcxkRneREJohv69y6hD,0,1,0.529,0.643,2359123,0.415,0.0,F,0.536,-15.622,Minor,0.883,101.296,3/4,0.405
115,Movie,Debbie Davis,Mele Kalikimaka,3kjIWN6qPqC5YaCEByBqJ1,0,1,0.605,0.6409999999999999,170373,0.49,0.0,G,0.33299999999999996,-7.021,Major,0.0329,103.35600000000001,4/4,0.9390000000000001
116,Movie,Chorus,Swami Samartha Majhe Aai,3nGNIiz4PTsZ7cRhNNuSd2,0,1,0.228,0.684,203492,0.746,0.0,G#,0.196,-5.847,Major,0.0448,107.854,4/4,0.745
117,Movie,Randy Newman,This Is Gonna Be Good,3nWsw3kx2rhqcooV2bLLzq,6,1,0.604,0.10800000000000001,200053,0.196,0.327,C,0.38799999999999996,-14.415,Major,0.0361,167.96,3/4,0.0625
118,Movie,Idoles De La Musique,Marie,3tYb7PIAOGa3dfYIV5eYjP,0,1,0.46299999999999997,0.439,216155,0.609,0.0,A,0.11199999999999999,-7.627999999999999,Minor,0.0286,114.01899999999999,4/4,0.198
119,Movie,Jean Claude Corbel,Tom Pouce 1,3uC0IWrdPuQUAxysPYFcLW,0,1,0.738,0.5710000000000001,167053,0.204,0.0,E,0.319,-15.638,Major,0.878,173.59099999999998,3/4,0.6729999999999999
