,genre,artist_name,track_name,track_id,popularity,trendy,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
45647,Blues,Steve Miller Band,The Joker,1bp2IO61zbQrbWNmKKxg3f,74,3,0.39399999999999996,0.424,264504,0.446,3.78e-06,F,0.16,-9.618,Major,0.0525,165.158,4/4,0.794
45648,Blues,The Black Keys,Lonely Boy,5G1sTBGbZT5o4PNRc75RKI,69,3,0.00417,0.35600000000000004,193653,0.872,0.00975,D,0.0997,-7.837000000000001,Major,0.068,166.3,4/4,0.607
45649,Blues,Al Green,Let's Stay Together,63xdwScd1Ai1GigAwQxE8y,72,3,0.57,0.7559999999999999,199396,0.397,0.0115,G,0.0542,-10.700999999999999,Minor,0.0522,101.985,4/4,0.507
45650,Blues,Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,2kkvB3RNRzwjFdGhaUA0tz,72,3,0.584,0.39399999999999996,423840,0.9179999999999999,0.332,C#,0.309,-3.7430000000000003,Major,0.0709,115.646,4/4,0.479
45651,Blues,The Black Keys,Shine A Little Light,365TSrFPqM66giaxJuafR3,67,3,0.0217,0.44,196777,0.7190000000000001,5.09e-06,G#,0.0663,-6.645,Minor,0.0445,111.398,4/4,0.523
45652,Blues,The Black Keys,Lo/Hi,25YlltWXRb9k7KbrEBRuhJ,66,3,0.0151,0.606,177768,0.679,0.000433,D,0.0962,-7.445,Major,0.0321,122.016,4/4,0.7070000000000001
45653,Blues,The Who,Baba O'Riley,3qiyyUfYe7CRYLucrPmulD,75,3,0.287,0.494,300000,0.722,0.18600000000000003,F,0.28300000000000003,-8.373,Major,0.0347,117.31200000000001,4/4,0.156
45654,Blues,Buffalo Springfield,For What It's Worth,1qRA5BS78u3gME0loMl9AA,72,3,0.406,0.653,153693,0.519,0.0209,D,0.10099999999999999,-10.164,Major,0.0497,98.883,4/4,0.8220000000000001
45655,Blues,The Black Keys,Gold on the Ceiling,5lN1EH25gdiqT1SFALMAq1,66,3,0.00772,0.505,224333,0.833,7.900000000000001e-05,C,0.069,-4.632,Major,0.0475,130.121,4/4,0.565
45656,Blues,Leon Bridges,Coming Home,5EA06TsQmqmQXZiEhr1AaM,64,3,0.461,0.42700000000000005,206387,0.465,5.520000000000001e-05,F#,0.154,-6.595,Major,0.0291,112.137,3/4,0.45799999999999996
45657,Blues,Cage The Elephant,Trouble,5n0CTysih20NYdT2S0Wpe8,68,3,0.392,0.47,225973,0.623,0.000453,C,0.0992,-5.655,Major,0.0302,77.861,4/4,0.298
45658,Blues,Whitesnake,Here I Go Again 87 - 2018 Remaster,1qOU8KzFifXE9YrgjVwYvc,64,3,0.0117,0.292,275395,0.823,7.79e-05,G,0.155,-6.763,Major,0.0407,89.939,4/4,0.244
45659,Blues,ZZ Top,Sharp Dressed Man - 2008 Remaster,1UBQ5GK8JaQjm5VbkBZY66,70,3,0.000359,0.601,258027,0.8590000000000001,0.00124,F,0.0871,-5.263,Major,0.0276,125.145,4/4,0.446
45660,Blues,Greta Van Fleet,Highway Tune,7aOor99o8NNLZYElOXlBG1,68,3,0.0107,0.579,180640,0.9570000000000001,0.158,E,0.263,-2.94,Major,0.0521,123.993,4/4,0.515
45661,Blues,Lynyrd Skynyrd,Gimme Three Steps,0x2wtJbtJrox3SDmnMj97x,65,3,0.696,0.55,267173,0.767,7.2e-05,A,0.22699999999999998,-7.574,Major,0.0909,133.309,4/4,0.815
45662,Blues,The Animals,House Of The Rising Sun,7BY005dacJkbO6EPiOh2wb,67,3,0.00038500000000000003,0.295,271280,0.584,0.218,A,0.0996,-6.696000000000001,Minor,0.0345,117.2,3/4,0.228
45663,Blues,The Black Keys,Eagle Birds,7Dd1v8u05vTL3py8d1a5ZA,65,3,0.0471,0.512,160543,0.78,0.0242,B,0.0856,-4.946000000000001,Minor,0.0409,93.99799999999999,4/4,0.609
45664,Blues,Jimi Hendrix,Purple Haze,0wJoRiX5K5BxlqZTolB2LD,68,3,0.008759999999999999,0.5329999999999999,170813,0.905,0.578,D,0.0698,-5.27,Major,0.0754,108.9,4/4,0.486
45665,Blues,Free,All Right Now,1gcESexgftSuLuML57Y69q,68,3,0.221,0.787,330643,0.47200000000000003,0.000336,D,0.153,-12.824000000000002,Major,0.0832,120.059,4/4,0.8240000000000001
45666,Blues,The Black Keys,Tighten Up,2MVwrvjmcdt4MsYYLCYMt8,60,3,0.00121,0.504,211080,0.705,4.12e-06,F#,0.45299999999999996,-6.178999999999999,Minor,0.0665,108.965,4/4,0.5670000000000001
45667,Blues,Otis Redding,(Sittin' On) the Dock of the Bay - Mono,3zBhihYUHBmGd2bcQIobrF,69,3,0.684,0.769,163756,0.36700000000000005,1.62e-05,D,0.081,-11.225999999999999,Major,0.0312,103.62100000000001,4/4,0.535
45668,Blues,The Doobie Brothers,Listen to the Music,7Ar4G7Ci11gpt6sfH9Cgz5,73,3,0.221,0.645,227267,0.598,3.53e-06,C#,0.0721,-13.18,Minor,0.0335,105.929,4/4,0.9129999999999999
45669,Blues,Eric Clapton,Wonderful Tonight,6zC0mpGYwbNTpk9SKwh08f,69,3,0.649,0.5720000000000001,225027,0.214,0.129,G,0.125,-15.625,Major,0.0293,95.542,4/4,0.485
45670,Blues,Janis Joplin,Me and Bobby McGee,1IqFh00G2kvvMm8pRMpehA,67,3,0.302,0.45299999999999996,271333,0.46399999999999997,5.96e-05,D,0.152,-10.96,Major,0.0431,93.19,4/4,0.6579999999999999
45671,Blues,Cage The Elephant,Come a Little Closer,4sebUbjqbcgDSwG6PbSGI0,63,3,0.0265,0.44,229347,0.777,1.01e-06,C#,0.151,-1.786,Minor,0.0327,148.02700000000002,4/4,0.306
45672,Blues,Leon Bridges,Forgive You,1sfTdlWfcFdI7NfmcfZPii,63,3,0.324,0.73,221560,0.68,3.79e-06,E,0.121,-4.886,Minor,0.0344,109.57600000000001,4/4,0.452
45673,Blues,The Allman Brothers Band,Ramblin' Man,5cfYurP1XKldMBtvBBJiTs,69,3,0.462,0.349,288507,0.6920000000000001,0.00266,C#,0.19699999999999998,-11.690999999999999,Major,0.0338,179.396,4/4,0.9520000000000001
45674,Blues,The Allman Brothers Band,Midnight Rider,1hHGUdFaiJHw9hVZGJWYO2,68,3,0.209,0.585,180067,0.532,0.00797,G,0.22699999999999998,-9.673,Major,0.0268,94.461,4/4,0.68
45675,Blues,ZZ Top,La Grange - 2005 Remaster,70YvYr2hGlS01bKRIho1HM,71,3,0.00249,0.545,230480,0.64,0.0304,E,0.196,-9.937000000000001,Minor,0.22399999999999998,80.544,4/4,0.606
45676,Blues,The Black Keys,Go,2GuXIMRlaxVLcU0a5jacHw,64,3,0.0428,0.478,146597,0.6659999999999999,0.725,C#,0.336,-7.766,Major,0.0566,149.974,4/4,0.718
45677,Blues,The Black Keys,Tell Me Lies,2scIG4pnqvCStKHTZiWB0V,64,3,0.295,0.436,219891,0.626,0.6970000000000001,D,0.11699999999999999,-7.612,Major,0.0361,94.64299999999999,4/4,0.409
45678,Blues,Gary Clark Jr.,Come Together,45HAjqRWiNv6mMPw4NvZrU,64,3,0.00257,0.447,193714,0.7879999999999999,1.6800000000000002e-05,D,0.0744,-4.994,Minor,0.0464,80.04,4/4,0.505
45679,Blues,Greta Van Fleet,Black Smoke Rising,32BEasyNQgqXQJKoVa0fUw,66,3,0.187,0.37200000000000005,259893,0.9109999999999999,0.000199,G,0.0883,-3.949,Major,0.0694,200.012,4/4,0.536
45680,Blues,Mountain,Mississippi Queen,4vO9dmzNRqDhFY3jD1a3P7,66,3,0.0975,0.58,151293,0.624,0.0,A,0.0411,-8.346,Major,0.0784,139.72,4/4,0.639
45681,Blues,Foghat,Slow Ride - 45 Version,4MYb7NWLwXNDB7bYs3HeX8,64,3,0.0202,0.493,232533,0.586,0.00106,D,0.102,-13.915999999999999,Major,0.046,113.618,4/4,0.6559999999999999
45682,Blues,Mungo Jerry,In the Summertime,3RNyGLgSvmVRZ7xKUp8Wgd,66,3,0.7240000000000001,0.754,211880,0.449,0.0,E,0.162,-14.013,Major,0.0615,82.751,4/4,0.973
45683,Blues,Bad Company,Feel Like Makin' Love - 2015 Remastered Version,3KPwt1LBpt1jVSHz8GXERo,66,3,0.326,0.5429999999999999,313840,0.529,0.0026899999999999997,G,0.7090000000000001,-9.717,Major,0.0301,85.126,4/4,0.746
45684,Blues,Steely Dan,Reelin' In The Years,1I7zHEdDx8Ny5RxzYPqsU2,69,3,0.133,0.523,277267,0.758,0.0,D,0.0952,-9.81,Major,0.0403,135.437,4/4,0.7659999999999999
45685,Blues,The Black Keys,Every Little Thing,4l8f1sX5rJyUphT1PfG98v,64,3,0.0175,0.525,199784,0.7759999999999999,0.00024700000000000004,C,0.573,-6.385,Major,0.0477,95.00399999999999,4/4,0.263
45686,Blues,Elvin Bishop,Fooled Around And Fell In Love,2hE5Lm5XOHR4t3xlhIFauP,58,3,0.0523,0.637,276000,0.619,0.006999999999999999,A#,0.146,-11.401,Major,0.0321,113.32,3/4,0.617
45687,Blues,Cream,Sunshine Of Your Love,6FRwDxXsvSasw0y2eDArsz,71,3,0.475,0.684,250000,0.48100000000000004,6.57e-05,D,0.11800000000000001,-12.59,Major,0.0384,115.07799999999999,4/4,0.784
45688,Blues,The Black Keys,Get Yourself Together,4AjBIRQNZDDVB0MrGlQHvB,64,3,0.149,0.44299999999999995,236941,0.868,0.043,G,0.6509999999999999,-6.145,Minor,0.0565,157.94799999999998,4/4,0.622
45689,Blues,Chuck Berry,Johnny B. Goode,2QfiRTz5Yc8DdShCxG1tB2,70,3,0.741,0.534,161560,0.8029999999999999,6.07e-05,A#,0.307,-9.129,Major,0.0743,167.983,4/4,0.9690000000000001
45690,Blues,Steppenwolf,Magic Carpet Ride,4c4jJJoaiY21t2TyRZgdWS,68,3,0.142,0.64,271573,0.6509999999999999,0.28,E,0.0341,-14.981,Minor,0.0517,111.676,4/4,0.8009999999999999
45691,Blues,Leon Bridges,Beyond (feat. Luke Combs) - Live,05zt3H2jdG0MA1V6Q2t2Et,58,3,0.455,0.619,246947,0.623,0.0,B,0.16699999999999998,-6.33,Major,0.0328,76.03699999999999,4/4,0.309
45692,Blues,Etta James,I'd Rather Go Blind,1kPBT8S2wJFNAyBMnGVZgL,63,3,0.6890000000000001,0.47700000000000004,156653,0.433,0.000195,B,0.151,-6.473,Minor,0.0247,82.52,3/4,0.611
45693,Blues,Ella Fitzgerald,Dream A Little Dream Of Me - Single Version,78MI7mu1LV1k4IA2HzKmHe,66,3,0.9129999999999999,0.44299999999999995,185160,0.10400000000000001,0.0,C,0.191,-17.042,Major,0.10099999999999999,76.497,4/4,0.39399999999999996
45694,Blues,Canned Heat,Going Up The Country,57460SJgSpCXaRJ9YIYHxy,64,3,0.8059999999999999,0.653,171373,0.239,0.0146,F,0.132,-18.54,Minor,0.0453,80.392,4/4,0.765
45695,Blues,The Raconteurs,"Steady, As She Goes",19iqWNzp5LwEdvntpEK8MP,67,3,0.0132,0.524,215267,0.578,0.00921,A,0.10800000000000001,-4.563,Major,0.12,123.669,4/4,0.537
45696,Blues,Stevie Ray Vaughan,Pride and Joy,1a2iF9XymafjRk56q7oCxo,60,3,0.0274,0.42700000000000005,219587,0.626,0.00395,G#,0.106,-11.821,Major,0.0385,126.87700000000001,4/4,0.743
45697,Blues,Deep Purple,Smoke on the Water,5SAUIWdZ04OxYfJFDchC7S,62,3,0.0983,0.632,342173,0.586,0.581,C,0.0535,-11.333,Major,0.0284,114.243,4/4,0.89
45698,Blues,KONGOS,Come with Me Now,2kWowW0k4oFymhkr7LmvzO,67,3,0.0311,0.654,211960,0.726,6.35e-05,A#,0.0618,-3.803,Minor,0.0401,103.98700000000001,4/4,0.728
45699,Blues,Leon Bridges,Bad Bad News,7FxzgizJRGTQ3fxUqfvljg,61,3,0.22899999999999998,0.7809999999999999,207307,0.629,0.000536,F,0.0881,-6.152,Minor,0.0647,111.975,4/4,0.693
45700,Blues,The J. Geils Band,Centerfold,1ynmMEK1fkyiZ6Z6F3ThEt,69,3,0.249,0.653,216533,0.677,0.0,C,0.40299999999999997,-12.244000000000002,Major,0.0396,114.37,4/4,0.888
45701,Blues,Joe Walsh,Life's Been Good,2wvMC5EyaaYQwBfiwwY2xE,67,3,0.25,0.505,536227,0.47600000000000003,0.00915,D,0.113,-12.897,Major,0.0711,99.31,4/4,0.542
45702,Blues,Eric Clapton,"Tears in Heaven - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",612VcBshQcy4mpB2utGc3H,70,3,0.8,0.695,280000,0.336,0.00264,A,0.701,-12.999,Major,0.0313,79.109,4/4,0.42200000000000004
45703,Blues,Leon Bridges,That Was Yesterday,3gwfEBrFpzEFCZMjw7mqxA,54,3,0.9259999999999999,0.382,230013,0.33,0.0005780000000000001,A,0.0744,-6.182,Major,0.0435,181.455,3/4,0.3
45704,Blues,Greta Van Fleet,Safari Song,1BfR5GMOgW0peHkPxrwf11,65,3,0.17600000000000002,0.373,234600,0.9309999999999999,9.12e-06,D,0.319,-4.043,Major,0.0506,175.92,4/4,0.74
45705,Blues,The Band,The Weight - Remastered,0P7DoyGrr4Wp9w5TotEtUC,70,3,0.373,0.63,274493,0.551,5.7499999999999995e-05,A,0.10300000000000001,-9.28,Major,0.0549,143.868,4/4,0.518
45706,Blues,The Black Keys,Sit Around And Miss You,4yBxXm4dDL00YGdO5G9ubK,63,3,0.305,0.536,160502,0.792,0.69,D,0.105,-7.2170000000000005,Major,0.0305,120.661,4/4,0.706
45707,Blues,Bobby Day,Rockin' Robin,4FlYcJnfkeBpowEHJ72Bmt,62,3,0.298,0.541,160080,0.608,0.0,G,0.23399999999999999,-13.083,Major,0.106,171.99200000000002,4/4,0.938
45708,Blues,The Drifters,Under the Boardwalk,65jrjEhWfAvysKfnojk1i0,66,3,0.9079999999999999,0.747,161960,0.226,0.000168,G,0.107,-13.635,Major,0.0415,123.789,4/4,0.778
45709,Blues,Santana,Maria Maria (feat. The Product G&B) - Radio Mix,3XKIUb7HzIF1Vu9usunMzc,65,3,0.0406,0.777,261973,0.601,0.00201,D,0.0348,-5.931,Major,0.126,97.911,4/4,0.68
45710,Blues,Nina Simone,Feeling Good,6Rqn2GFlmvmV4w9Ala0I1e,70,3,0.8640000000000001,0.39899999999999997,174000,0.326,0.0,G,0.191,-9.238999999999999,Minor,0.0386,79.206,4/4,0.546
45711,Blues,Steppenwolf,Born To Be Wild - Single Version,3lN8PP6R2IxbLP05QpYXng,66,3,0.273,0.439,212893,0.737,0.28,D,0.228,-12.054,Major,0.115,145.942,4/4,0.5329999999999999
45712,Blues,The White Stripes,We're Going To Be Friends,1N883b1C3trjGcx2h4E99B,57,3,0.687,0.5329999999999999,142227,0.45899999999999996,0.0,G,0.0773,-5.499,Major,0.0277,97.213,4/4,0.386
45713,Blues,The White Stripes,Fell In Love With A Girl,6YK2tAEYnHgYkkC6TSziqM,59,3,0.7040000000000001,0.17800000000000002,110093,0.981,7.45e-05,E,0.8540000000000001,-1.743,Minor,0.162,88.21,4/4,0.369
45714,Blues,Ted Nugent,Stranglehold,2f0P7iELCvAlV8j6Z3rGDE,64,3,0.0183,0.484,503067,0.711,0.17300000000000001,D,0.0941,-7.784,Major,0.0331,148.189,4/4,0.49
45715,Blues,Cream,White Room,3Xls4cNOwy01dtrNXb1inG,69,3,0.23,0.547,303200,0.58,0.00877,D,0.0569,-13.415,Minor,0.0293,109.82700000000001,4/4,0.505
45716,Blues,Santana,Oye Como Va,5u6y4u5EgDv0peILf60H5t,62,3,0.301,0.736,256933,0.379,0.345,G,0.10400000000000001,-13.208,Major,0.0539,128.399,4/4,0.948
45717,Blues,The Black Keys,Breaking Down,4s7DGDyfSty3AS71Xrtt1D,62,3,0.00433,0.444,205037,0.738,0.0021100000000000003,D,0.165,-5.351,Major,0.0312,107.585,4/4,0.46399999999999997
45718,Blues,Aretha Franklin,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,72,3,0.48,0.59,216773,0.355,0.0,A,0.0585,-14.050999999999998,Major,0.0352,133.03,4/4,0.499
45719,Blues,The Black Keys,Under The Gun,7cO2S4l7b9Rtn5MqPHXTJU,62,3,0.0151,0.518,196325,0.6890000000000001,0.000522,A,0.107,-6.89,Major,0.0409,120.115,4/4,0.35
45720,Blues,Blue Öyster Cult,Burnin' for You,3fkPMWQ6cBNBLuFcPyMS8s,64,3,0.106,0.532,271000,0.728,0.0108,A,0.0849,-9.079,Minor,0.0352,134.303,4/4,0.69
45721,Blues,The Black Keys,Fire Walk With Me,0UfkJ92b6D2CLHygzn8C6k,62,3,0.34700000000000003,0.534,178229,0.79,0.00124,G,0.0916,-6.721,Major,0.0407,149.905,4/4,0.653
45722,Blues,Steve Miller Band,Take The Money And Run,1ZhrREyOOeFV6TxDOyiPwu,65,3,0.0504,0.5710000000000001,170173,0.633,1.64e-06,C,0.171,-12.942,Major,0.0475,98.412,4/4,0.857
45723,Blues,George Thorogood & The Destroyers,Bad To The Bone,6s0NHplywwr1IjnQpUpWJk,65,3,0.00614,0.45899999999999996,292173,0.727,0.065,C,0.384,-11.777000000000001,Major,0.0303,149.22899999999998,1/4,0.9540000000000001
45724,Blues,Jimi Hendrix,Little Wing,1Eolhana7nKHYpcYpdVcT5,66,3,0.18100000000000002,0.515,145747,0.534,0.00278,F#,0.0547,-8.045,Major,0.0768,70.77600000000001,4/4,0.426
45725,Blues,Jimi Hendrix,Hey Joe,0NWPxcsf5vdjdiFUI8NgkP,67,3,0.00603,0.34600000000000003,210160,0.768,0.38,A,0.0244,-5.695,Major,0.0377,169.49200000000002,4/4,0.532
45726,Blues,Des Rocs,Let Me Live / Let Me Die,5bCDC7qkmxiJc0lPsqiALj,66,3,0.034,0.51,207142,0.759,0.0,A,0.077,-4.854,Major,0.10099999999999999,91.12299999999999,4/4,0.237
45727,Blues,The Black Keys,Fever,3Hx7RXqCS7Kzjy2ot2q1Gk,59,3,0.0037799999999999995,0.609,246307,0.674,0.000302,A,0.129,-6.506,Minor,0.0355,127.541,4/4,0.743
45728,Blues,Manfred Mann's Earth Band,Blinded By The Light,7kNNylJ1kswWbHeRM6UDuE,61,3,0.29100000000000004,0.456,428133,0.696,0.000207,F,0.0853,-10.0,Major,0.0653,142.156,4/4,0.508
45729,Blues,The Marvelettes,Please Mr. Postman - Single Version,6jX5mso4x00c1EiNMrTU9U,67,3,0.723,0.7859999999999999,148040,0.7829999999999999,0.0,D,0.195,-5.191,Major,0.0314,121.45100000000001,4/4,0.968
45730,Blues,The White Stripes,Icky Thump,7aBAo2pO8LvrN8mGba7MvA,63,3,0.021,0.424,254533,0.632,0.0117,A,0.0545,-7.242999999999999,Major,0.0922,97.694,4/4,0.35600000000000004
45731,Blues,Steely Dan,Do It Again,2BstRQGodshjGpeDGQiNgo,68,3,0.247,0.6829999999999999,356600,0.551,2.12e-05,D,0.0471,-10.164,Minor,0.0315,124.585,4/4,0.9620000000000001
45732,Blues,Queens of the Stone Age,No One Knows,6NvRxjfYkkT2SpirAlmsjH,63,3,0.0359,0.507,278707,0.588,0.000129,C,0.373,-4.881,Major,0.0641,170.889,4/4,0.637
45733,Blues,Cage The Elephant,Cold Cold Cold,1Q3t9fWvHUXKsMmpD2XpUu,64,3,0.0178,0.5489999999999999,214387,0.789,6.68e-05,F,0.059000000000000004,-6.071000000000001,Major,0.0313,136.125,4/4,0.715
45734,Blues,Kenny Wayne Shepherd,Blue on Black,7GRq9NUgqhxPGUUksX02fk,56,3,0.00596,0.41200000000000003,333733,0.6759999999999999,0.11199999999999999,G,0.209,-7.341,Major,0.0266,155.431,4/4,0.557
45735,Blues,Greta Van Fleet,When The Curtain Falls,2ZMI0QNoqU9fQZFirR9WpK,64,3,0.0297,0.535,222960,0.975,0.126,C,0.0482,-2.9589999999999996,Major,0.0647,96.00399999999999,4/4,0.6890000000000001
45736,Blues,Santana,Black Magic Woman,4YMQXzscifAREG0a7KNGhB,62,3,0.6759999999999999,0.489,196467,0.349,0.0789,D,0.0866,-14.295,Minor,0.0323,124.348,4/4,0.622
45737,Blues,Greta Van Fleet,You're The One,0iYBNrznkCwhN3xCmNVJpo,62,3,0.0125,0.5529999999999999,266933,0.807,0.0022199999999999998,D,0.302,-5.805,Major,0.0428,151.916,4/4,0.575
45738,Blues,The Black Keys,Little Black Submarines,1PXsUXSM3LF2XNSkmIldPb,62,3,0.161,0.365,251267,0.466,6.68e-06,D,0.106,-7.513999999999999,Major,0.0418,95.163,4/4,0.48700000000000004
45739,Blues,Al Green,Tired of Being Alone,10vkYRKw6Jjr7try1ir50G,65,3,0.33899999999999997,0.772,172320,0.397,0.00541,G,0.0753,-8.585,Major,0.0391,97.964,4/4,0.617
45740,Blues,The Band,Ophelia - Remastered 2000,2fx1hkMHTVdDim274rwoPa,58,3,0.6779999999999999,0.831,212800,0.6829999999999999,0.00197,C,0.332,-7.403,Major,0.0285,92.31,4/4,0.948
45741,Blues,Mary Wells,My Guy,4591VqUIXysNlmI5NcAIUd,67,3,0.557,0.691,174440,0.581,4.6200000000000005e-05,A#,0.147,-7.85,Major,0.065,126.615,4/4,0.91
45742,Blues,Faces,Ooh La La - 2015 Remaster,6TNNMVpOgn8K5NoDC7alG6,64,3,0.428,0.603,214960,0.494,0.000171,D,0.0894,-10.27,Major,0.0301,147.814,4/4,0.7290000000000001
45743,Blues,Leon Bridges,Shy,407qAIie8sIEgquKD1AAd2,58,3,0.285,0.8029999999999999,194493,0.498,1.29e-06,G#,0.161,-5.388999999999999,Minor,0.0611,92.03399999999999,4/4,0.836
45744,Blues,Lynyrd Skynyrd,Tuesday's Gone,64sn7wgJfeQKY3Jisnl59w,60,3,0.085,0.225,450227,0.616,3.43e-05,A,0.0662,-8.533,Major,0.0295,150.52200000000002,3/4,0.449
45745,Blues,Big Brother & The Holding Company,Piece of My Heart,1xKQbqQtQWrtQS47fUJBtl,64,3,0.263,0.44299999999999995,253333,0.727,0.00014099999999999998,E,0.16899999999999998,-7.9510000000000005,Major,0.145,160.82,4/4,0.5660000000000001
45746,Blues,"Crosby, Stills, Nash & Young",Ohio,0ToHhkK4qtwEyKOxhQpMbJ,65,3,0.261,0.445,183733,0.529,0.0162,C,0.184,-10.94,Major,0.026000000000000002,79.296,4/4,0.7490000000000001
45747,Blues,Jefferson Airplane,White Rabbit,4vpeKl0vMGdAXpZiQB2Dtd,67,3,0.486,0.551,150640,0.293,0.000273,D,0.0864,-12.503,Major,0.0272,106.79799999999999,4/4,0.322
45748,Blues,Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,69,3,0.17600000000000002,0.631,181067,0.69,0.0,D,0.121,-6.676,Major,0.0531,94.574,4/4,0.938
45749,Blues,The Who,Who Are You,23IJ5wLRhEZ9DOuia5mPiZ,67,3,0.262,0.6509999999999999,381627,0.648,0.0042,A,0.0655,-11.409,Major,0.0501,156.372,4/4,0.49
45750,Blues,The Black Keys,Everlasting Light,6dU5RxthbuaN31bRbEDlNw,55,3,0.127,0.6409999999999999,203773,0.5820000000000001,0.00632,E,0.354,-6.553999999999999,Major,0.0483,181.03900000000002,4/4,0.725
45751,Blues,Greta Van Fleet,Edge Of Darkness,4rhUBIlzi7zgV7TryhVujl,61,3,0.00717,0.452,268400,0.9440000000000001,0.161,D,0.0766,-3.785,Major,0.0587,148.07,4/4,0.6729999999999999
45752,Blues,Leon Bridges,Smooth Sailin',3JbqwFY5q0ORO3siv5zL3A,58,3,0.413,0.6409999999999999,183333,0.721,7.15e-06,B,0.24600000000000002,-6.787999999999999,Minor,0.0451,67.055,4/4,0.753
45753,Blues,Wolfmother,Joker And The Thief,7ISL3LO8AWP3fKIXunvqTa,63,3,0.0452,0.264,280467,0.78,0.0222,C,0.376,-2.741,Major,0.0517,155.376,4/4,0.456
